id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
139,yes,adult,527563,37.8,52,24,normal,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,5,decreased,distend_large,48,7.5,clear,2,yes,5400,0,0,no,lived
140,yes,adult,535208,38.3,100,20,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.5,absent,distend_small,65,75,serosanguious,5,yes,2205,0,0,yes,lived
141,yes,adult,528183,38.3,45,12,cool,normal,pale_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,5.4,normal,distend_small,39,7,cloudy,1.5,yes,2112,0,0,yes,lived
142,yes,adult,527463,38.4,96,18,normal,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5,,distend_small,49,8.9,serosanguious,6,yes,2208,0,0,yes,lived
143,yes,adult,529766,36.5,136,48,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,4.5,decreased,distend_large,48,6.1,serosanguious,4.3,yes,2207,0,0,yes,died
144,no,adult,529796,38.1,76,24,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,6.5,absent,normal,73,8.1,clear,3.6,yes,7111,0,0,yes,lived
145,no,adult,528743,38,86,28,normal,normal,normal_pink,less_3_sec,mild_pain,normal,,slight,more_1_liter,5,normal,,48,7.6,cloudy,2.6,no,0,0,0,yes,euthanized
146,no,adult,535407,37.8,44,20,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,,slight,more_1_liter,2,normal,distend_large,52,65,serosanguious,2.3,no,4300,0,0,yes,euthanized
147,yes,adult,533696,38.7,60,32,cold,reduced,bright_pink,more_3_sec,severe_pain,absent,moderate,significant,more_1_liter,2,absent,distend_large,53,64,serosanguious,2,yes,3111,0,0,no,euthanized
148,yes,adult,5287179,37.6,84,36,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,slight,,4.4,decreased,distend_small,44,4.9,cloudy,2.9,yes,2208,0,0,no,died
149,no,adult,529461,40.3,114,36,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,,7,normal,distend_small,57,8.2,serosanguious,4.5,yes,3205,0,0,yes,died
150,yes,young,529498,38.4,42,24,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,significant,less_1_liter,6.5,absent,distend_small,39,5.9,cloudy,3.9,yes,2206,0,0,yes,died
151,yes,adult,528247,39.1,44,30,cool,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5,normal,,47,8.6,serosanguious,4.5,yes,3111,0,0,yes,lived
152,yes,adult,535043,39.3,100,51,cool,absent,bright_red,more_3_sec,depressed,hypomotile,,,less_1_liter,2,,distend_small,66,13,serosanguious,2,yes,2113,0,0,no,euthanized
153,yes,adult,527563,37.8,86,24,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,,slight,more_1_liter,5.7,,distend_large,68,7.8,serosanguious,3.7,yes,5400,0,0,no,died
154,yes,adult,529340,37.7,72,36,normal,normal,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,7,decreased,distend_small,44,7.6,serosanguious,2.6,yes,4205,0,0,no,died
155,no,adult,530034,38,60,40,cool,normal,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,7.5,,,46,7.5,serosanguious,3.6,no,4205,0,0,yes,lived
156,yes,adult,530612,38.1,44,40,cool,normal,bright_red,less_3_sec,depressed,absent,slight,slight,less_1_liter,3,absent,distend_small,42,6.6,cloudy,3,yes,0,0,0,yes,died
157,yes,adult,529172,37.7,40,36,cool,normal,,less_3_sec,depressed,normal,,slight,less_1_liter,6.2,normal,normal,39,7.5,cloudy,2.6,yes,31110,0,0,yes,lived
158,yes,adult,534925,38.3,112,16,,,bright_red,,,absent,,,more_1_liter,2,absent,distend_small,51,57,cloudy,2,no,2208,0,0,yes,euthanized
159,yes,adult,530402,37.2,44,20,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,,4,absent,distend_small,41,6.1,serosanguious,4.3,yes,2208,0,0,yes,died
160,yes,adult,534787,38,36,16,cool,normal,normal_pink,less_3_sec,severe_pain,normal,,significant,more_1_liter,2,,,37,75,cloudy,1,no,0,0,0,no,euthanized
161,yes,adult,535292,38.5,129,48,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,,,2,,,57,66,serosanguious,2,yes,2206,0,0,no,lived
162,yes,adult,529493,37.8,40,48,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.3,absent,distend_small,41,6.8,serosanguious,2.3,yes,2208,0,0,yes,lived
163,yes,adult,530354,37.3,42,12,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,,4,absent,distend_small,54,6.6,serosanguious,3.9,yes,2208,0,0,yes,died
164,no,adult,530001,38,84,28,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7,absent,distend_small,44,6.2,serosanguious,3.4,yes,2209,0,0,no,euthanized
165,no,adult,529272,38.1,112,84,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,5,normal,distend_small,48,8,serosanguious,2.6,no,3133,0,0,no,died
166,no,adult,528996,39.3,54,20,cool,,normal_pink,less_3_sec,alert,hypomotile,,slight,more_1_liter,5,normal,normal,49,7.2,clear,5,no,0,0,0,yes,lived
167,yes,adult,529045,38.5,72,18,cold,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,,,5.5,absent,distend_small,52,6.6,serosanguious,5,yes,2112,0,0,yes,died
168,yes,adult,528355,39.4,56,68,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,slight,,more_1_liter,6.5,normal,distend_small,54,7,clear,2.7,yes,2205,0,0,no,died
169,yes,adult,534197,39.3,92,35,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,2,absent,distend_small,55,75,serosanguious,2,yes,2205,0,0,no,died
170,yes,adult,528548,38.2,66,12,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,,slight,,3,normal,distend_large,44,6,cloudy,3.6,yes,2124,0,0,yes,lived
171,yes,adult,529498,38.2,96,48,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,5.3,absent,distend_small,55,8.1,clear,2.2,yes,4205,0,0,no,died
172,yes,adult,530239,37.7,60,28,cool,normal,normal_pink,less_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.7,,distend_small,44,7.4,cloudy,1,yes,3025,0,0,no,died
173,no,adult,529796,38.2,92,40,cold,reduced,normal_pink,less_3_sec,depressed,absent,slight,significant,less_1_liter,7.2,absent,normal,47,8.6,clear,6.6,no,8300,0,0,yes,lived
174,yes,adult,529777,38.9,40,24,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.3,decreased,distend_small,36,6,clear,5.4,yes,2206,0,0,yes,lived
175,no,adult,530242,37.2,60,12,cool,absent,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,5,decreased,firm,52,7.5,cloudy,4.1,yes,2207,0,0,yes,euthanized
176,yes,adult,530478,38.3,44,21,cool,normal,bright_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,,7,normal,distend_large,44,6.5,cloudy,4.4,yes,2209,0,0,yes,lived
177,no,adult,530002,39.3,66,18,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,,significant,less_1_liter,1,,distend_large,50,7.2,,1,yes,3205,0,0,no,died
178,yes,adult,529893,39.5,66,24,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,,more_1_liter,5.5,,,48,6.8,cloudy,2.6,yes,8400,0,0,no,lived
179,yes,adult,534069,38.4,84,51,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2,,distend_small,43,51,clear,1.6,yes,3205,0,0,no,euthanized
180,yes,adult,533928,37.2,60,12,normal,,pale_pink,less_3_sec,,absent,severe,slight,more_1_liter,2,,distend_large,52,75,serosanguious,2,yes,2209,0,0,no,euthanized
181,yes,adult,5287179,38.5,72,40,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,,7,decreased,distend_small,73,8.5,serosanguious,4.4,yes,2206,0,0,yes,lived
182,yes,adult,530002,37.8,112,20,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,,4.5,absent,distend_large,54,7.3,cloudy,3.9,yes,4300,0,0,yes,died
183,no,young,529667,37.2,84,24,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,,7,normal,normal,44,7.6,clear,3,yes,7111,0,0,yes,died
184,no,adult,528996,38.8,52,20,warm,increased,normal_pink,less_3_sec,alert,normal,slight,significant,,7,normal,,33,6.5,cloudy,5.3,no,0,0,0,yes,lived
185,yes,adult,528570,38.3,54,50,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,,3.5,decreased,distend_small,37.5,6.5,cloudy,3.6,yes,2209,0,0,yes,lived
186,yes,adult,528800,39.3,66,48,warm,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_small,54,7.5,cloudy,2.9,yes,2205,0,0,no,lived
187,yes,adult,528570,37.5,54,40,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,3.5,absent,distend_small,45,6.5,serosanguious,3.5,yes,2209,0,0,no,died
188,no,adult,528668,38.2,60,28,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,7,decreased,firm,42,6.6,cloudy,2,no,3133,0,0,yes,lived
189,yes,adult,529796,38.4,54,12,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.3,decreased,,45,7.7,clear,1,yes,2209,0,0,no,lived
190,yes,adult,530693,38.9,88,24,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,7,absent,distend_large,57,7.4,cloudy,1,no,3025,0,0,yes,died
191,yes,adult,528548,38.1,66,12,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,,slight,,3,increased,distend_large,44,6,cloudy,3.6,yes,2124,0,0,yes,lived
192,no,adult,528179,38.2,42,14,cool,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,7,absent,distend_small,33,6.6,cloudy,4.1,yes,2206,0,0,yes,lived
193,yes,adult,529272,37.6,68,9,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,6.5,absent,distend_small,38,6,serosanguious,4.5,yes,2209,0,0,no,lived
194,no,adult,529849,36.8,52,16,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,moderate,significant,more_1_liter,4,,,36,6.6,clear,6,no,3111,0,0,yes,lived
195,yes,adult,529304,39.5,104,24,cool,normal,bright_red,less_3_sec,depressed,hypomotile,severe,significant,,4.5,absent,distend_large,53,7.2,serosanguious,4.7,yes,3205,0,0,yes,died
196,yes,adult,533871,38.2,48,16,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,significant,more_1_liter,2,absent,distend_large,72,64,serosanguious,2,yes,2208,0,0,no,euthanized
197,yes,adult,530360,37.2,84,24,cool,normal,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,slight,,7,absent,distend_large,45,7.5,serosanguious,3.2,yes,3205,0,0,yes,died
198,no,adult,528151,39.4,114,36,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7,absent,distend_small,73,8.1,serosanguious,4.5,no,1111,0,0,yes,lived
199,yes,adult,533836,37.8,96,30,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,,,2,decreased,,68,64,serosanguious,2,yes,2209,0,0,yes,lived
200,yes,adult,530360,38.3,96,48,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,52,6.5,serosanguious,4.5,yes,2205,0,0,no,died
201,yes,adult,529498,38,88,48,cool,reduced,bright_red,less_3_sec,,,severe,,more_1_liter,2,normal,,57,4,cloudy,2,yes,7209,0,0,yes,euthanized
202,yes,adult,529849,37.8,60,80,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,less_1_liter,3,normal,,40,6,clear,3,yes,5206,0,0,yes,lived
203,no,young,529172,38.7,52,20,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,,,more_1_liter,5.5,,,47,7.2,cloudy,2.8,yes,11300,0,0,yes,died
204,yes,adult,530402,37.3,60,20,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,,5,absent,distend_small,52,7.5,serosanguious,4.5,yes,2205,0,0,yes,died
205,yes,adult,530254,38.6,40,32,cool,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,41,6.6,serosanguious,4.5,yes,400,0,0,yes,died
206,yes,adult,528548,38,66,12,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,,slight,,3,decreased,distend_large,44,6,cloudy,3.6,yes,2124,0,0,no,lived
207,yes,adult,534069,38,88,51,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,,less_1_liter,2,absent,distend_large,66,13,serosanguious,2,yes,3205,0,0,yes,euthanized
208,yes,adult,528890,38.5,80,44,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7,decreased,normal,54,6.5,serosanguious,7.4,yes,7111,0,0,no,died
209,no,adult,534644,38.4,48,20,cool,,pale_pink,less_3_sec,,,slight,,more_1_liter,1,,,41,65,clear,2.3,no,0,0,0,no,lived
210,yes,adult,530255,38,66,24,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,,more_1_liter,2,absent,distend_small,47,7.5,serosanguious,2,yes,8400,0,0,no,lived
211,no,adult,528996,38.6,52,20,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,5,normal,firm,36,6.6,clear,5,no,0,0,0,yes,lived
212,no,adult,528742,38.6,48,28,normal,normal,normal_pink,less_3_sec,alert,normal,slight,slight,more_1_liter,5,normal,firm,49,7.5,cloudy,6,no,0,0,0,yes,lived
213,yes,adult,5290482,39.3,164,30,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,4,absent,distend_small,75,7,serosanguious,4.1,yes,2209,0,0,yes,died
214,no,adult,5297159,38.3,96,28,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,,more_1_liter,5,,distend_large,66,7,serosanguious,3.9,yes,4205,0,0,no,died
215,yes,adult,530612,38.1,66,12,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,,,,3,normal,distend_large,44,6,cloudy,3.6,yes,2208,0,0,yes,lived
216,no,adult,530561,38.4,48,16,normal,normal,pale_pink,less_3_sec,mild_pain,hypermotile,,,less_1_liter,7.5,normal,normal,47,7,cloudy,4.4,no,0,0,0,yes,lived
217,yes,adult,528996,36,96,30,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,6.5,decreased,distend_large,52,7.5,serosanguious,2.6,yes,2206,0,0,no,died
218,no,adult,530612,38.2,60,8,cool,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,,less_1_liter,6.5,,,39,6.5,clear,1.6,no,2112,0,0,yes,lived
219,yes,adult,527916,38.1,136,48,cool,,pale_pink,less_3_sec,extreme_pain,absent,slight,slight,,4.5,decreased,distend_small,45,7,serosanguious,2,yes,2209,0,0,yes,lived
220,yes,adult,528247,37.5,40,36,normal,reduced,bright_red,less_3_sec,mild_pain,hypermotile,moderate,significant,less_1_liter,2,decreased,distend_large,44,5.9,clear,2,yes,2112,0,0,yes,lived
221,yes,adult,529663,40.3,114,36,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,slight,,4,decreased,distend_small,50,7,serosanguious,4.1,yes,2208,0,0,yes,lived
222,yes,adult,535031,39.3,100,51,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,,,2,absent,distend_small,66,13,serosanguious,2,yes,2208,0,0,no,lived
223,yes,adult,534403,37.9,80,12,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,,more_1_liter,2,absent,distend_large,57,56,serosanguious,1,yes,2205,0,0,no,euthanized
224,yes,adult,533871,37.8,72,42,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,slight,,2,absent,distend_large,75,81,cloudy,2,yes,1400,0,0,no,euthanized
225,yes,adult,528305,38.3,96,36,cool,reduced,normal_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.5,absent,distend_large,41,7.4,cloudy,2.6,yes,3205,0,0,no,lived
226,yes,adult,534145,38.3,88,20,,,pale_pink,less_3_sec,depressed,absent,slight,,less_1_liter,2,absent,distend_small,46,81,clear,2,no,4124,0,0,no,lived
227,no,adult,530478,38.1,54,36,cool,normal,bright_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,5.4,normal,distend_large,44,7.2,cloudy,4.4,yes,2124,0,0,yes,lived
228,yes,adult,529642,37.3,48,18,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.3,absent,distend_small,49,7.8,serosanguious,2.1,yes,2209,0,0,yes,lived
229,yes,adult,5299629,38.3,52,40,normal,normal,bright_pink,less_3_sec,alert,absent,,,,7,normal,normal,50,7,clear,5,yes,3111,0,0,no,lived
230,yes,adult,528804,37.8,96,48,cool,normal,normal_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,2,,distend_large,36,7.7,serosanguious,1,yes,3205,0,0,no,died
231,no,adult,528872,37.6,48,18,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,more_1_liter,5.4,absent,distend_small,48,6,serosanguious,4.3,no,2209,0,0,yes,lived
232,no,adult,528702,37.4,114,36,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,,7,,distend_small,54,8,serosanguious,4.8,yes,2205,0,0,no,euthanized
233,yes,adult,528641,38.2,66,14,normal,normal,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,,3,normal,distend_large,33,6,clear,3.6,yes,2209,0,0,yes,lived
234,yes,adult,535166,39.3,112,40,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2,absent,distend_small,65,86,serosanguious,2,yes,2205,0,0,yes,lived
235,yes,adult,529498,38.5,64,32,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,6.5,absent,distend_small,50,7.7,clear,3.6,yes,2205,0,0,no,died
236,yes,adult,535330,38.5,114,30,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,,more_1_liter,4,decreased,distend_small,57,69,serosanguious,2,yes,2206,0,0,no,lived
237,no,adult,528729,37.8,48,16,normal,normal,normal_pink,less_3_sec,alert,hypermotile,,slight,less_1_liter,4,normal,firm,49,6.6,cloudy,2,no,0,0,0,yes,lived
238,yes,adult,533942,37.8,88,36,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,,less_1_liter,2,absent,,39,62,serosanguious,2,yes,2206,0,0,no,lived
239,yes,adult,529888,37.2,60,40,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,7,absent,distend_small,65,7.5,serosanguious,2.6,yes,2205,0,0,no,died
240,yes,adult,529475,38.3,88,20,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,,4.3,absent,distend_large,65,7,serosanguious,2,yes,4205,0,0,yes,euthanized
241,yes,adult,5294539,36,92,30,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.4,absent,distend_large,60,5.9,cloudy,3.6,yes,3205,0,0,no,euthanized
242,no,adult,533750,37.9,44,12,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,,2,,other,53,64,serosanguious,2,yes,0,0,0,no,lived
243,yes,adult,528570,37.5,66,12,warm,,normal_pink,less_3_sec,,,moderate,slight,less_1_liter,2,absent,distend_large,43,8.7,cloudy,2,yes,2208,0,0,yes,euthanized
244,no,adult,528996,38.2,40,12,warm,normal,normal_pink,less_3_sec,alert,hypomotile,,slight,,7,normal,firm,48,5.9,clear,7,no,0,0,0,yes,lived
245,yes,adult,530334,38.5,64,24,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,3,absent,distend_small,33,6.5,cloudy,3.6,yes,31110,0,0,yes,lived
246,yes,adult,5297159,39.3,108,18,cold,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,severe,slight,less_1_liter,6.5,absent,distend_large,75,6.5,clear,5.3,yes,12208,0,0,no,died
247,no,adult,529045,38.7,42,12,normal,normal,pale_pink,less_3_sec,,hypermotile,,,more_1_liter,6,normal,,23,6.2,cloudy,7,no,0,0,0,yes,lived
248,yes,adult,529272,37.9,54,14,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,severe,slight,less_1_liter,7.2,absent,distend_small,43,8,cloudy,2.1,yes,2112,0,0,no,died
249,yes,adult,529461,39.1,88,24,normal,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,,more_1_liter,7,normal,distend_small,52,7.6,serosanguious,4.5,yes,2209,0,0,no,died
250,yes,adult,535130,37.2,42,12,normal,reduced,normal_pink,less_3_sec,mild_pain,absent,,,more_1_liter,2,decreased,distend_large,36,66,clear,2,yes,6112,0,0,no,lived
251,yes,adult,530276,38.2,88,20,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_small,44,8,clear,5.3,yes,2207,0,0,no,lived
252,no,adult,528570,39.5,52,16,,normal,,less_3_sec,mild_pain,,,slight,more_1_liter,5.5,,distend_small,30,6.7,cloudy,2.8,yes,3111,0,0,no,euthanized
253,yes,adult,535031,37.5,60,48,cool,reduced,bright_red,more_3_sec,severe_pain,absent,,,more_1_liter,2,normal,,75,81,cloudy,2,yes,2322,0,0,no,lived
254,yes,adult,528298,38.6,40,14,normal,normal,,less_3_sec,mild_pain,hypomotile,slight,slight,,7,normal,normal,40,7.2,cloudy,2.8,yes,3111,0,0,yes,lived
255,yes,adult,534145,35.4,52,24,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,,7,serosanguious,distend_small,57,69,serosanguious,2,yes,2124,0,0,no,lived
256,yes,adult,530478,37.8,104,35,cool,reduced,bright_red,less_3_sec,,hypomotile,moderate,slight,more_1_liter,6.5,,distend_small,75,10.2,cloudy,4.3,yes,2205,0,0,yes,died
257,yes,adult,529667,39,64,36,warm,normal,pale_pink,more_3_sec,mild_pain,hypomotile,slight,slight,,7,absent,distend_large,44,6.5,cloudy,6.6,yes,2208,0,0,yes,died
258,yes,young,529663,38,90,48,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,significant,less_1_liter,4.5,decreased,,54,6.1,serosanguious,2.9,yes,3205,0,0,no,died
259,yes,adult,534157,38.2,88,30,cold,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,2,absent,distend_small,53,75,serosanguious,2,yes,2209,0,0,no,euthanized
260,no,adult,530439,37.8,66,28,warm,normal,bright_red,more_3_sec,severe_pain,hypomotile,,slight,more_1_liter,4.5,absent,distend_large,54,8.6,clear,2.6,no,2124,0,0,no,lived
