customer_age,annual_income,tenure_months,monthly_bill,support_calls,complaints,data_usage_gb,late_payments,satisfaction_score,discount_percent,contract_type,internet_service,payment_method,region,churn
42.0,56607.0,45.8,61.49,2.0,1.0,22.02,5.0,9.9,8.1,,Fiber,UPI,West,1
27.0,41708.0,54.8,,2.0,4.0,1.0,2.0,6.7,14.8,One year,Fiber,UPI,South,0
42.0,20271.0,39.2,0.0,4.0,0.0,,0.0,8.0,16.2,Month-to-month,DSL,Cash,West,1
34.0,27637.0,4.5,110.04,3.0,3.0,3.97,0.0,6.9,10.1,Two year,Fiber,Cash,East,0
40.0,24850.0,35.4,20.0,2.0,0.0,17.72,,9.3,15.3,Month-to-month,5G,Cash,West,0
50.0,50526.0,19.1,84.56,6.0,1.0,26.69,0.0,6.7,18.0,Month-to-month,DSL,AutoPay,,0
34.0,100272.0,9.4,59.27,2.0,0.0,5.28,2.0,7.1,15.3,Month-to-month,DSL,Cash,Central,0
36.0,24181.0,20.7,101.33,3.0,1.0,21.92,0.0,7.9,6.9,Two year,DSL,Credit Card,West,0
62.0,44930.0,27.6,,2.0,0.0,21.39,3.0,7.9,11.7,Month-to-month,Fiber,UPI,South,1
,53550.0,5.9,80.93,3.0,2.0,15.62,2.0,6.7,11.0,Two year,5G,AutoPay,West,1
23.0,74857.0,38.3,79.48,1.0,1.0,24.45,0.0,5.2,28.2,Month-to-month,DSL,Credit Card,,0
,109226.0,39.2,63.89,1.0,0.0,23.21,2.0,,25.6,One year,DSL,UPI ,South,0
30.0,30588.0,23.7,130.75,0.0,0.0,18.43,2.0,6.8,12.2,One year,5G,UPI,East,0
60.0,83931.0,39.1,41.62,1.0,2.0,12.77,0.0,6.0,17.7,Month-to-month,Fiber,Credit Card,North,0
21.0,107932.0,14.5,49.74,2.0,1.0,16.2,1.0,9.3,14.7,,5G,Credit Card,,0
25.0,33160.0,15.2,128.39,0.0,1.0,,1.0,5.9,5.0,One year,None,UPI,North,1
39.0,44002.0,14.5,107.43,2.0,1.0,21.45,,5.0,26.6,Month-to-month,None,Credit Card,East,1
49.0,110273.0,23.3,65.32,1.0,0.0,12.33,3.0,7.3,4.5,One year,None,UPI,East,0
37.0,129171.0,,27.53,1.0,0.0,,0.0,3.3,8.6,Month-to-month,Fiber,AutoPay,North,0
21.0,40338.0,79.3,69.11,4.0,2.0,8.79,1.0,5.2,25.4,Month-to-month,DSL,Credit Card,West,0
48.0,74915.0,68.4,102.23,1.0,0.0,18.73,1.0,6.5,9.5,Month-to-month,5G,Cash,North,0
42.0,45258.0,4.4,34.42,2.0,0.0,,2.0,8.1,21.1,Month-to-month,Fiber,AutoPay,East,0
39.0,88461.0,2.2,108.4,1.0,1.0,11.89,3.0,5.1,1.4,Month-to-month,Fiber,AutoPay,East,1
30.0,40847.0,50.8,76.86,0.0,0.0,21.22,,4.7,4.9,Month-to-month,DSL,AutoPay,East,0
43.0,38753.0,36.4,117.62,3.0,1.0,32.37,,5.8,19.4,One year,5G,Cash,East,1
34.0,80898.0,33.7,59.52,3.0,1.0,35.7,2.0,6.3,21.7,Month-to-month,None,Cash,South,0
32.0,70047.0,39.1,83.35,3.0,0.0,20.03,0.0,6.2,12.8,Month-to-month,Fiber,Cash,East,0
35.0,47472.0,23.6,61.26,,2.0,34.04,1.0,4.7,11.6,One year,DSL,AutoPay,North,0
47.0,43764.0,25.0,,3.0,0.0,24.9,0.0,4.1,15.4,Month-to-month,5G,Credit Card,North,0
36.0,33312.0,7.0,88.34,3.0,0.0,1.0,2.0,4.4,18.6,Month-to-month,5G,upi,North,1
39.0,44762.0,2.1,96.0,1.0,0.0,14.98,1.0,5.6,7.5,Month-to-month,5G,Bank Transfer,East,1
30.0,18000.0,31.9,82.7,1.0,2.0,15.73,1.0,6.8,8.7,Month-to-month,,Bank Transfer,North,1
37.0,149140.0,21.5,110.72,,3.0,11.89,1.0,10.0,12.4,Month-to-month,Fiber,UPI,South,0
39.0,68520.0,23.3,49.07,1.0,1.0,37.33,0.0,5.4,14.2,Month-to-month,None,AutoPay,West,0
34.0,136190.0,57.7,101.56,4.0,1.0,23.67,0.0,6.5,20.4,Month-to-month,DSL,Credit Card,North,0
31.0,37447.0,54.6,31.41,4.0,0.0,23.48,1.0,9.4,2.2,,Fiber,Credit Card,East,0
60.0,111568.0,32.6,99.5,1.0,1.0,18.66,0.0,6.5,13.8,Month-to-month,DSL,Credit Card,Central,1
38.0,44668.0,17.9,117.33,3.0,1.0,21.61,0.0,5.8,18.9,Two year,Fiber,Cash,South,0
30.0,95069.0,16.3,96.68,3.0,0.0,28.57,2.0,4.1,4.6,Month-to-month,Fiber,Bank Transfer,East,1
45.0,46170.0,25.4,85.6,1.0,,36.13,1.0,4.6,10.9,Month-to-month,None,Bank Transfer,West,1
25.0,24817.0,12.5,78.21,2.0,0.0,16.32,,9.5,3.8,,Fiber,UPI,West,0
35.0,46199.0,68.6,83.82,3.0,,18.64,1.0,4.4,,Month-to-month,DSL,Credit Card,East,0
40.0,142405.0,59.2,,4.0,0.0,12.84,2.0,5.2,16.2,Month-to-month,Fiber,Credit Card,East,0
42.0,51842.0,7.7,107.77,3.0,,41.34,2.0,5.5,27.8,Month-to-month,5G,Bank Transfer,South,0
24.0,18000.0,34.3,80.41,1.0,1.0,14.82,1.0,5.4,12.9,One year,5G,Bank Transfer,Central,0
70.0,48978.0,37.3,60.8,1.0,0.0,,0.0,7.3,11.6,One year,5G,Credit Card,south ,0
36.0,75528.0,20.5,110.91,4.0,1.0,26.4,1.0,4.8,12.4,Month-to-month,Fiber,UPI,Central,1
28.0,83211.0,13.6,55.05,2.0,0.0,23.04,1.0,7.5,16.1,month-to-month,Fiber,Bank Transfer,,1
39.0,83594.0,43.8,45.77,1.0,2.0,1.0,3.0,6.3,11.9,One year,5G,Cash,North,0
22.0,35773.0,7.2,80.27,2.0,0.0,16.84,3.0,6.0,19.8,Month to Month,Fiber,Cash,Central,0
38.0,36009.0,5.3,93.45,0.0,1.0,16.64,1.0,4.2,21.3,Two year,Fiber,AutoPay,East,0
23.0,48799.0,34.5,74.04,2.0,2.0,8.53,1.0,8.6,14.1,Month-to-month,5G,UPI,West,0
34.0,45773.0,24.2,20.0,1.0,1.0,17.07,1.0,7.3,17.9,Month-to-month,5G,Credit Card,Central,0
24.0,81798.0,11.8,97.26,2.0,2.0,14.76,3.0,6.9,19.9,One year,Fiber,AutoPay,Central,0
46.0,160608.0,16.6,89.37,1.0,2.0,,0.0,5.2,28.3,Two year,,Cash,South,1
55.0,49537.0,32.9,36.31,4.0,1.0,10.08,2.0,4.7,10.4,Month-to-month,None,Bank Transfer,North,1
42.0,34314.0,28.0,89.72,1.0,0.0,7.26,0.0,1.4,,One year,DSL,Cash,East,0
42.0,43649.0,25.0,42.72,1.0,0.0,22.24,0.0,6.7,10.0,One year,5G,,Central,0
23.0,60752.0,18.8,68.29,4.0,0.0,13.38,0.0,,18.5,Two year,Fiber,,South,0
34.0,32094.0,102.3,106.87,1.0,2.0,15.16,2.0,5.0,5.1,One year,FIBER,Credit Card,North,0
58.0,35686.0,35.0,109.93,2.0,2.0,17.57,0.0,7.7,21.4,One year,Fiber,AutoPay,North,1
36.0,31445.0,19.7,62.95,0.0,0.0,16.64,,6.4,23.6,Month-to-month,,Cash,South,0
18.0,36840.0,27.6,89.62,2.0,,16.19,2.0,7.8,0.0,Month-to-month,Fiber,Credit Card,South,0
,44598.0,13.2,91.64,3.0,2.0,31.67,1.0,4.5,3.1,Month-to-month,DSL,Cash,East,1
36.0,33444.0,29.7,79.99,1.0,2.0,22.38,2.0,6.2,21.5,Month-to-month,Fiber,,East,0
28.0,42918.0,,83.31,4.0,3.0,16.31,3.0,4.9,18.9,Month-to-month,5G,Credit Card,North,0
42.0,36897.0,30.1,36.98,2.0,1.0,11.21,0.0,8.6,6.5,Month-to-month,Fiber,UPI,,0
39.0,82640.0,28.9,21.95,3.0,4.0,34.02,0.0,5.9,1.2,One year,DSL,AutoPay,Central,0
21.0,53710.0,19.5,95.17,1.0,1.0,5.21,1.0,5.9,21.0,Month-to-month,Fiber,Bank Transfer,South,0
44.0,41224.0,48.9,73.63,,1.0,16.12,2.0,,3.3,Month-to-month,Fiber,UPI,Central,1
29.0,45556.0,32.4,83.09,3.0,1.0,12.02,0.0,4.3,12.0,,Fiber,Credit Card,East,0
,66225.0,31.6,70.67,0.0,1.0,15.08,0.0,7.2,7.4,Month-to-month,Fiber,Bank Transfer,South,0
39.0,104760.0,21.8,,0.0,0.0,8.36,1.0,6.4,12.3,Month-to-month,DSL,AutoPay,East,0
73.0,66584.0,14.2,81.33,0.0,1.0,,0.0,6.3,11.9,One year,5G,Cash,Central,1
48.0,46278.0,48.4,42.77,2.0,0.0,22.27,0.0,9.0,0.0,Two year,DSL,Bank Transfer,East,0
22.0,69863.0,15.0,84.19,4.0,0.0,14.59,1.0,6.7,3.1,Month-to-month,Fiber,Bank Transfer,North,1
25.0,75537.0,34.1,83.21,4.0,2.0,14.17,0.0,8.1,28.4,Month-to-month,None,Bank Transfer,West,0
,63645.0,50.3,63.84,0.0,0.0,25.39,1.0,7.7,0.1,Month-to-month,5G,AutoPay,East,0
24.0,24506.0,36.5,65.36,2.0,1.0,17.35,4.0,10.0,4.9,Month-to-month,Fiber,Bank Transfer,North,1
52.0,30626.0,48.9,61.08,3.0,,19.96,0.0,6.1,18.1,Month-to-month,DSL,Cash,South,0
27.0,29361.0,17.3,128.72,2.0,1.0,5.59,1.0,7.3,12.5,One year,Fiber,Cash,Central,0
29.0,90429.0,15.2,98.92,4.0,0.0,1.0,1.0,2.6,23.5,Month-to-month,Fiber,UPI,Central,1
41.0,103680.0,15.6,85.24,2.0,1.0,23.1,1.0,,11.8,One year,Fiber,AutoPay,Central,0
19.0,52061.0,39.8,84.2,2.0,1.0,23.69,2.0,6.4,13.5,Two year,DSL,Credit Card,North,0
43.0,53911.0,23.9,121.96,1.0,1.0,1.0,1.0,5.6,4.6,Month-to-month,,UPI,West,0
51.0,77913.0,5.1,134.3,2.0,0.0,21.84,0.0,7.6,24.0,One year,5G,Credit Card,Central,1
49.0,67819.0,20.0,89.73,0.0,0.0,11.47,0.0,6.1,0.0,Month-to-month,DSL,Credit Card,South,0
31.0,88657.0,12.0,68.15,0.0,1.0,22.86,4.0,8.3,8.3,Two year,Fiber,Credit Card,West,0
57.0,91246.0,32.0,48.92,25.0,1.0,10.41,1.0,7.1,,Month-to-month,DSL,Credit Card,West,0
46.0,,36.8,40.47,2.0,1.0,6.14,3.0,8.8,14.8,One year,Fiber,UPI,North,0
27.0,,66.2,89.77,2.0,0.0,14.69,5.0,4.3,15.5,Month-to-month,Fiber,Credit Card,South,0
23.0,71977.0,26.6,52.02,2.0,,31.66,2.0,5.8,6.3,Two year,Fiber,,West,0
38.0,42368.0,20.8,114.74,4.0,1.0,35.49,0.0,4.7,13.2,Month-to-month,5G,AutoPay,North,0
38.0,46631.0,3.9,76.85,1.0,1.0,,0.0,7.5,12.0,Two year,5G,Bank Transfer,West,0
47.0,94846.0,24.8,43.08,2.0,0.0,13.91,2.0,8.8,14.4,One year,Fiber,Cash,North,0
35.0,23861.0,7.5,95.4,1.0,1.0,3.51,1.0,6.2,12.5,Month-to-month,Fiber,Cash,East,1
52.0,35401.0,22.1,73.51,2.0,0.0,29.74,1.0,3.3,32.9,Month-to-month,DSL,UPI,South,0
28.0,22845.0,,94.38,1.0,1.0,23.78,0.0,7.8,13.3,One year,Fiber,Cash,North,0
24.0,50876.0,45.3,75.16,0.0,1.0,13.57,1.0,2.4,20.3,,Fiber,Bank Transfer,North,0
35.0,79014.0,12.9,24.51,3.0,1.0,20.23,0.0,6.2,18.6,Two year,DSL,Cash,South,0
41.0,53184.0,27.7,65.48,0.0,4.0,30.99,2.0,8.1,20.7,,DSL,AutoPay,Central,0
25.0,56876.0,23.8,62.04,1.0,2.0,20.06,2.0,10.0,12.7,Two year,Fiber,,North,0
35.0,,42.5,32.38,3.0,1.0,21.05,2.0,5.1,24.5,Two year,Fiber,Cash,East,0
59.0,38223.0,22.3,50.5,3.0,2.0,13.12,2.0,5.0,11.8,One year,Fiber,Cash,East,0
34.0,64005.0,24.8,92.98,0.0,0.0,20.45,0.0,7.9,11.0,Month-to-month,5G,Bank Transfer,South,0
43.0,44994.0,31.2,81.87,,5.0,7.18,5.0,6.5,22.1,One year,None,AutoPay,Central,0
29.0,53651.0,62.7,104.89,5.0,3.0,20.63,1.0,7.3,10.5,Month-to-month,Fiber,UPI,South,0
34.0,40938.0,28.8,62.19,3.0,1.0,21.69,0.0,9.1,7.2,Two year,Fiber,Bank Transfer,West,0
33.0,34129.0,10.0,56.76,1.0,1.0,14.0,1.0,9.3,4.7,One year,,Bank Transfer,South,0
29.0,82448.0,91.1,94.12,1.0,0.0,38.09,1.0,6.9,17.1,Two year,5G,AutoPay,East,0
32.0,91196.0,45.1,76.67,1.0,1.0,11.66,0.0,7.7,3.0,One year,Fiber,UPI,,0
32.0,98016.0,72.0,98.4,3.0,0.0,20.16,1.0,4.6,19.5,One year,5G,AutoPay,West,1
50.0,55136.0,33.8,101.38,1.0,3.0,17.94,3.0,7.4,14.0,Month-to-month,DSL,Credit Card,West,0
43.0,18000.0,33.0,56.28,1.0,,21.49,2.0,1.0,15.8,Month-to-month,5G,UPI,West,1
46.0,63186.0,6.9,117.25,0.0,1.0,15.17,0.0,3.5,22.8,One year,Fiber,Cash,South,1
32.0,52471.0,9.1,36.29,1.0,1.0,15.47,0.0,4.8,10.6,One year,Fiber,AutoPay,Central,1
51.0,32162.0,4.7,35.63,2.0,1.0,19.0,1.0,6.5,27.6,Two year,None,Credit Card,North,0
39.0,54752.0,24.8,154.62,0.0,3.0,27.2,1.0,8.3,,Two year,Fiber,Cash,Central,1
19.0,49136.0,27.6,99.94,2.0,0.0,20.96,2.0,10.0,9.2,One year,Fiber,Credit Card,South,0
0.0,56026.0,72.0,69.57,,0.0,17.69,1.0,5.9,11.6,Two year,5G,AutoPay,West,0
49.0,171752.0,9.7,98.95,1.0,,24.66,1.0,7.1,11.7,Month-to-month,Fiber,Bank Transfer,Central,0
50.0,37866.0,15.2,126.64,1.0,1.0,25.79,1.0,7.5,15.1,Month-to-month,Fiber,Cash,North,0
21.0,35175.0,19.6,,4.0,1.0,24.69,1.0,,19.2,Month-to-month,Fiber,Credit Card,West,0
18.0,123983.0,35.1,67.88,2.0,0.0,25.16,1.0,4.4,17.1,One year,DSL,UPI,West,0
,58882.0,13.9,88.3,1.0,0.0,34.55,1.0,5.9,12.1,One year,Fiber,Cash,Central,0
24.0,40922.0,20.4,39.55,1.0,0.0,23.37,2.0,9.1,13.5,Month-to-month,Fiber,Bank Transfer,North,0
26.0,59648.0,28.8,70.0,0.0,1.0,19.3,0.0,4.9,16.0,Month-to-month,5G,AutoPay,North,0
41.0,62198.0,29.8,98.58,4.0,2.0,17.28,3.0,8.2,4.6,One year,DSL,UPI,South,1
19.0,117159.0,33.2,81.48,4.0,2.0,7.19,1.0,7.7,11.6,Two year,5G,UPI,East,0
37.0,129430.0,18.1,59.07,6.0,1.0,15.71,1.0,8.9,23.2,Month-to-month,5G,UPI ,North,0
40.0,81690.0,36.9,50.87,4.0,0.0,14.99,,5.8,0.8,Month-to-month,DSL,Cash,East,0
42.0,23955.0,17.7,106.73,5.0,1.0,12.38,0.0,1.0,18.4,One year,Fiber,AutoPay,North,1
35.0,36506.0,22.1,102.82,2.0,1.0,,2.0,,3.6,Month-to-month,Fiber,Cash,West,0
33.0,24699.0,17.9,30.43,2.0,1.0,23.76,2.0,8.9,3.9,,Fiber,Cash,East,0
35.0,49527.0,20.7,34.98,0.0,4.0,26.58,2.0,7.0,1.3,Two year,Fiber,Cash,North,0
31.0,53222.0,33.2,87.11,2.0,5.0,24.82,5.0,7.6,11.6,One year,Fiber,UPI,South,1
44.0,40992.0,38.8,,4.0,2.0,17.4,0.0,5.5,7.7,Month-to-month,Fiber,Bank Transfer,East,0
48.0,58220.0,9.1,,0.0,2.0,24.17,1.0,5.0,16.3,One year,Fiber,Cash,West,0
34.0,85463.0,70.7,66.06,0.0,2.0,3.01,0.0,,0.0,One year,DSL,UPI,Central,0
43.0,138850.0,43.2,80.39,2.0,0.0,13.17,0.0,8.3,9.4,Month-to-month,Fiber,Bank Transfer,East,0
,133583.0,15.7,45.0,2.0,1.0,31.8,1.0,6.9,,Two year,DSL,Credit Card,Central,0
145.0,36948.0,14.5,86.76,0.0,2.0,,,5.9,1.4,Month-to-month,DSL,AutoPay,West,1
43.0,27010.0,19.5,63.89,4.0,0.0,23.19,1.0,5.9,1.4,One year,Fiber,Bank Transfer,East,0
31.0,51442.0,33.5,72.53,0.0,,13.31,0.0,7.7,8.8,Month-to-month,5G,UPI,East,0
40.0,74175.0,41.0,43.4,2.0,1.0,13.97,1.0,8.3,11.8,Month-to-month,Fiber,UPI,,0
26.0,18000.0,46.9,81.25,,0.0,21.14,0.0,7.5,14.6,One year,DSL,Cash,South,0
28.0,94862.0,26.2,72.66,0.0,0.0,20.4,2.0,4.7,0.0,Month-to-month,DSL,UPI,Central,0
54.0,55923.0,48.4,115.58,1.0,1.0,19.25,3.0,7.1,14.7,Month-to-month,5G,,,1
54.0,68933.0,9.0,55.32,3.0,2.0,17.62,4.0,4.1,5.4,One year,5G,Credit Card,East,1
26.0,38197.0,23.1,61.18,1.0,0.0,19.97,1.0,3.7,7.1,Month-to-month,Fiber,Bank Transfer,West,0
33.0,49457.0,21.0,57.51,7.0,1.0,20.18,1.0,6.9,19.6,Month-to-month,Fiber,Bank Transfer,West,0
33.0,52022.0,10.3,94.83,1.0,1.0,28.92,0.0,7.2,6.0,One year,Fiber,UPI,North,0
35.0,,33.9,103.54,0.0,3.0,,1.0,6.5,30.0,One year,Fiber,Cash,North,0
42.0,128007.0,17.0,20.0,0.0,0.0,28.65,0.0,7.5,14.4,One year,None,AutoPay,East,0
55.0,37567.0,6.8,63.58,1.0,1.0,14.89,3.0,,14.6,Two year,None,AutoPay,South,1
36.0,57278.0,69.6,103.19,0.0,1.0,13.34,1.0,8.9,18.3,Month-to-month,Fiber,Bank Transfer,South,0
30.0,22246.0,14.1,61.82,0.0,2.0,20.77,3.0,7.8,20.6,Month-to-month,Fiber,AutoPay,West,1
42.0,81531.0,31.2,104.8,2.0,2.0,22.95,0.0,6.7,13.3,Month-to-month,Fiber,Credit Card,East,0
30.0,39079.0,19.2,109.72,2.0,1.0,10.01,0.0,5.9,8.9,One year,Fiber,Bank Transfer,West,1
36.0,,23.5,62.58,7.0,2.0,12.71,3.0,5.6,32.4,One year,Fiber,Credit Card,South,0
41.0,55624.0,,,1.0,1.0,20.43,0.0,7.9,14.6,Two year,Fiber,Cash,North,0
,57399.0,34.4,61.7,1.0,3.0,7.42,1.0,4.8,24.5,One year,5G,Bank Transfer,North,1
18.0,28215.0,8.0,51.57,3.0,0.0,4.78,1.0,5.9,24.6,Two year,DSL,Cash,West,0
43.0,76857.0,38.9,66.96,4.0,,17.61,1.0,5.9,15.9,Month-to-month,DSL,Bank Transfer,Central,0
20.0,53229.0,5.7,47.92,2.0,1.0,13.43,4.0,10.0,0.0,Month-to-month,Fiber,AutoPay,West,0
31.0,107269.0,11.8,72.93,,2.0,19.86,0.0,10.0,5.0,Month-to-month,None,Cash,West,0
31.0,55812.0,22.6,109.66,2.0,1.0,9.75,1.0,7.4,16.9,Month-to-month,DSL,Bank Transfer,North,1
28.0,131077.0,13.7,61.37,3.0,0.0,7.9,0.0,4.2,9.2,Two year,Fiber,Bank Transfer,Central,1
58.0,,40.5,79.05,0.0,4.0,26.47,2.0,7.2,14.7,Month-to-month,None,Bank Transfer,,0
19.0,36762.0,24.2,87.36,2.0,2.0,17.53,1.0,8.4,8.4,One year,Fiber,,East,0
31.0,74636.0,20.2,136.8,3.0,1.0,8.88,1.0,4.6,8.6,Month-to-month,Fiber,Credit Card,North,1
33.0,67121.0,12.1,108.6,5.0,0.0,28.42,2.0,5.7,0.0,Month-to-month,DSL,Credit Card,East,0
20.0,44064.0,6.9,49.76,3.0,1.0,25.1,2.0,7.6,15.7,One year,DSL,Bank Transfer,,0
43.0,67540.0,12.6,90.02,3.0,,3.61,,5.0,27.6,Month-to-month,Fiber,Credit Card,East,1
48.0,133941.0,35.8,34.04,3.0,1.0,15.16,3.0,5.8,12.8,One year,Fiber,AutoPay,East,1
36.0,55271.0,27.6,42.33,3.0,0.0,7.21,,7.3,10.1,Two year,Fiber,Bank Transfer,West,0
37.0,35995.0,19.2,92.88,2.0,2.0,5.67,3.0,7.5,5.8,Month-to-month,Fiber,Credit Card,East,0
43.0,147265.0,30.6,101.08,,2.0,6.16,1.0,,10.5,Two year,,UPI,East,1
47.0,,22.2,67.66,3.0,2.0,21.03,3.0,8.8,11.7,Two year,None,Credit Card,Central,0
28.0,47763.0,27.9,84.28,2.0,1.0,16.53,1.0,5.9,19.9,Month-to-month,5G,AutoPay,West,1
43.0,46008.0,,109.18,4.0,0.0,,4.0,7.9,0.0,Month-to-month,Fiber,Cash,Central,1
31.0,121426.0,23.2,91.53,2.0,1.0,19.79,2.0,5.4,7.6,Two year,DSL,UPI,,0
42.0,122239.0,45.9,66.29,3.0,2.0,21.76,0.0,2.4,9.3,One year,DSL,AutoPay,West,0
18.0,42806.0,14.7,105.65,8.0,0.0,19.16,1.0,9.9,17.4,,Fiber,UPI,South,0
22.0,26257.0,14.1,96.91,4.0,1.0,2.1,0.0,5.2,11.8,One year,Fiber,Cash,South,1
36.0,119519.0,15.7,63.6,3.0,1.0,21.27,0.0,6.6,22.4,One year,DSL,Bank Transfer,East,1
47.0,48361.0,23.2,116.04,1.0,0.0,20.54,1.0,7.5,0.0,Month-to-month,DSL,Cash,West,1
43.0,35997.0,25.9,68.35,2.0,0.0,25.84,2.0,6.7,17.5,Month-to-month,Fiber,Cash,East,1
40.0,80165.0,60.6,106.58,,4.0,17.27,0.0,10.0,12.3,Two year,DSL,Credit Card,North,0
50.0,28403.0,19.5,75.44,3.0,0.0,7.2,3.0,6.7,2.9,Month-to-month,None,UPI,East,0
47.0,72054.0,46.4,111.01,5.0,1.0,21.7,1.0,10.0,7.9,One year,5G,AutoPay,,0
21.0,95019.0,14.7,63.55,4.0,2.0,14.67,2.0,4.9,5.5,Month-to-month,DSL,Cash,South,0
49.0,20867.0,88.2,119.01,0.0,1.0,3.01,1.0,6.9,20.1,One year,Fiber,UPI,,0
45.0,92454.0,36.0,64.69,5.0,4.0,15.39,2.0,6.0,19.4,Month-to-month,5G,AutoPay,West,1
43.0,30301.0,35.4,118.78,3.0,3.0,11.99,0.0,6.1,13.8,One year,Fiber,Cash,East,1
34.0,34963.0,14.8,90.63,2.0,,19.17,1.0,6.2,19.8,One year,Fiber,UPI,North,1
23.0,25560.0,13.3,64.05,2.0,4.0,15.13,1.0,3.8,11.3,Month-to-month,DSL,,South,1
29.0,46486.0,43.2,96.29,2.0,1.0,24.56,1.0,4.9,4.3,One year,Fiber,AutoPay,East,1
34.0,91492.0,9.1,35.31,4.0,2.0,27.63,3.0,2.6,12.0,Month-to-month,None,Credit Card,Central,0
46.0,46927.0,28.5,48.79,1.0,1.0,16.11,4.0,7.7,3.8,Month-to-month,5G,Credit Card,East,1
28.0,173975.0,45.1,52.53,2.0,1.0,28.83,1.0,9.3,22.4,Two year,Fiber,UPI,South,0
70.0,31098.0,44.1,88.27,2.0,1.0,18.76,2.0,8.7,18.5,One year,None,Bank Transfer,Central,1
50.0,90260.0,25.9,96.73,2.0,0.0,21.05,0.0,8.7,4.5,,DSL,Bank Transfer,Central,0
,87985.0,17.7,37.12,1.0,0.0,9.79,1.0,6.0,13.1,Month-to-month,None,Bank Transfer,Central,1
18.0,18000.0,29.3,87.77,1.0,0.0,26.93,2.0,7.5,13.0,Month-to-month,DSL,AutoPay,West,0
52.0,29572.0,11.9,61.47,6.0,2.0,9.94,2.0,4.3,10.6,Month-to-month,Fiber,Cash,North,0
27.0,81340.0,26.1,93.36,3.0,2.0,26.56,1.0,5.0,22.6,Two year,Fiber,Bank Transfer,Central,0
49.0,34401.0,19.0,78.01,4.0,0.0,15.7,3.0,4.9,11.7,,None,AutoPay,Central,1
47.0,48904.0,47.2,61.44,4.0,,15.98,6.0,1.5,19.7,Month-to-month,Fiber,UPI,West,1
,93777.0,42.2,44.47,0.0,0.0,4.16,0.0,4.1,0.3,Month-to-month,Fiber,Cash,Central,0
34.0,45744.0,51.0,95.28,2.0,,29.72,1.0,8.3,5.1,One year,DSL,UPI, SOUTH,0
48.0,53538.0,5.3,76.64,2.0,2.0,1.0,1.0,9.2,16.2,Two year,DSL,AutoPay,North,0
40.0,135762.0,13.6,86.21,3.0,,27.07,1.0,8.5,15.0,One year,DSL,UPI,East,0
49.0,34095.0,21.4,46.86,2.0,2.0,21.3,,5.3,16.0,Month-to-month,Fiber,UPI,South,1
33.0,82579.0,12.0,53.99,1.0,1.0,26.78,3.0,6.2,16.9,month-to-month,Fiber,UPI,North,0
53.0,56622.0,20.0,65.51,1.0,1.0,22.49,2.0,6.2,13.3,Two year,5G,Credit Card,South,0
,101889.0,38.0,75.7,3.0,0.0,17.62,1.0,4.2,14.9,Month-to-month,5G,Bank Transfer,Central,0
32.0,49137.0,19.9,88.61,4.0,0.0,19.37,0.0,5.8,15.2,Two year,DSL,Credit Card,West,0
32.0,46966.0,,73.81,1.0,1.0,24.21,1.0,6.1,13.5,One year,None,Credit Card,West,0
46.0,35454.0,7.5,127.26,1.0,1.0,16.2,2.0,7.3,4.3,One year,Fiber,UPI,South,1
33.0,23028.0,14.1,63.07,4.0,,20.83,2.0,8.9,10.5,Two year,None,Bank Transfer,West,0
41.0,65710.0,15.7,78.69,,2.0,26.58,1.0,4.6,16.9,Two year,Fiber,UPI,South,1
31.0,46688.0,38.7,67.48,4.0,1.0,14.39,2.0,6.2,3.7,Month-to-month,5G,Cash,Central,0
26.0,65276.0,25.9,47.26,2.0,2.0,20.84,1.0,5.7,7.8,Month-to-month,Fiber,UPI,South,0
42.0,55375.0,36.0,59.48,1.0,0.0,8.01,1.0,3.8,24.5,One year,5G,Bank Transfer,North,0
30.0,,10.4,79.87,2.0,3.0,14.07,1.0,,12.8,Month-to-month,DSL,UPI,East,1
38.0,211161.0,8.6,103.64,4.0,2.0,17.49,1.0,9.2,16.3,month-to-month,Fiber,Cash,North,0
44.0,52592.0,7.2,44.82,1.0,1.0,20.96,2.0,3.9,6.3,One year,None,UPI,Central,0
24.0,52128.0,14.1,93.06,3.0,2.0,5.83,0.0,,19.0,Month-to-month,Fiber,AutoPay,North,0
25.0,41078.0,49.2,82.96,2.0,1.0,15.51,0.0,10.0,18.9,Month-to-month,Fiber,Credit Card,West,0
38.0,66254.0,27.7,94.78,,1.0,14.77,1.0,4.9,0.0,Month-to-month,Fiber,AutoPay,East,0
49.0,45955.0,19.7,110.74,4.0,0.0,7.03,1.0,5.3,13.9,Two year,DSL,AutoPay,East,1
19.0,30483.0,21.9,73.08,2.0,4.0,8.45,1.0,4.7,19.3,One year,DSL,Bank Transfer,North,0
29.0,77077.0,34.0,65.67,,2.0,12.52,1.0,7.0,8.1, MONTH-TO-MONTH ,Fiber,Credit Card,South,0
22.0,87285.0,53.4,42.85,3.0,1.0,9.77,1.0,5.1,14.2,One year,Fiber,Cash,West,0
52.0,39418.0,23.8,150.47,1.0,1.0,21.84,3.0,7.2,0.0,One year,5G,Cash,North,1
50.0,84632.0,8.5,102.42,,2.0,16.37,2.0,8.5,15.7,Month-to-month,Fiber,AutoPay,East,1
21.0,,15.8,72.6,3.0,2.0,29.86,0.0,5.3,0.0,Month-to-month,Fiber,AutoPay,North,0
