Crop Type,Field Size (hectares),Planting Date,Soil Type,Fertilizer Used,Irrigation Type,Yield_t_per_ha
Wheat,0.84,17-12-2024,Alluvial,MOP,Furrow/Canal irrigation,3.175
Maize,1.51,05-09-2024,Sandy,Biofertilizers,Furrow/Canal irrigation,2.908
Groundnut,5.76,04-06-2025,Loamy,Urea,Flood Irrigation,1.606
Maize,1.5,09-07-2025,Alluvial,Compost/Organic Manure,Furrow/Canal irrigation,3.426
Sugarcane,0.53,01-10-2023,Silty,Urea,Furrow/Canal irrigation,98.89
Cotton,3.74,12-04-2023,Loamy,Biofertilizers,Rainfed,0.476
Groundnut,4.01,04-06-2025,Chalky,Biofertilizers,Drip Irrigation,1.312
Potato,1.99,09-06-2024,Laterite,Urea,Flood Irrigation,23.92
Rice,0.45,06-07-2025,Clay,DAP,Rainfed,3.447
Cotton,2.47,02-06-2025,Clay,Biofertilizers,Furrow/Canal irrigation,0.474
Wheat,0.62,01-12-2025,Loamy,MOP,Furrow/Canal irrigation,3.537
Wheat,0.45,16-10-2024,Laterite,Compost/Organic Manure,Flood Irrigation,3.209
Rice,0.27,01-06-2025,Clay,NPK,Rainfed,3.772
Sugarcane,0.97,20-11-2024,Clay,MOP,Rainfed,75.14
Maize,0.32,10-06-2025,Silty,NPK,Rainfed,3.495
Soybean,1.97,04-06-2024,Alluvial,Compost/Organic Manure,Furrow/Canal irrigation,1.028
Maize,0.66,04-10-2024,Loamy,Biofertilizers,Rainfed,3.424
Wheat,0.63,27-11-2025,Laterite,NPK,Flood Irrigation,2.828
Wheat,0.6,28-10-2024,Laterite,Urea,Furrow/Canal irrigation,3.087
Wheat,1.73,14-11-2024,Clay,Biofertilizers,Flood Irrigation,2.957
Groundnut,1.17,10-05-2025,Clay,DAP,Furrow/Canal irrigation,1.518
Cotton,2.48,05-06-2025,Silty,Urea,Furrow/Canal irrigation,0.425
Potato,2.52,12-11-2025,Laterite,NPK,Rainfed,19.361
Cotton,1.16,27-05-2025,Silty,Compost/Organic Manure,Flood Irrigation,0.421
Potato,4.19,18-06-2024,Laterite,Biofertilizers,Drip Irrigation,24.286
Rice,0.35,02-07-2025,Loamy,DAP,Flood Irrigation,5.642
Groundnut,1.96,27-05-2023,Laterite,MOP,Sprinkler Irrigation,1.304
Groundnut,0.41,03-05-2025,Clay,Ammonium Sulphate,Furrow/Canal irrigation,1.257
Rice,2.46,07-07-2023,Laterite,Compost/Organic Manure,Furrow/Canal irrigation,4.047
Maize,4.62,07-07-2024,Sandy,Biofertilizers,Rainfed,2.335
Maize,0.56,18-10-2023,Loamy,DAP,Rainfed,2.888
Cotton,0.14,24-07-2023,Clay,NPK,Rainfed,0.419
Rice,3.25,13-06-2025,Laterite,NPK,Rainfed,3.724
Rice,1.75,04-06-2024,Silty,DAP,Furrow/Canal irrigation,4.585
Soybean,2.08,17-06-2024,Laterite,MOP,Flood Irrigation,0.842
Groundnut,0.12,27-06-2024,Loamy,DAP,Rainfed,1.439
Maize,2.67,25-06-2024,Silty,NPK,Rainfed,3.813
Onion,3.55,16-06-2024,Clay,Compost/Organic Manure,Furrow/Canal irrigation,22.672
Rice,3.81,13-06-2024,Loamy,Urea,Rainfed,3.668
Rice,3.24,02-06-2024,Alluvial,NPK,Rainfed,4.356
Cotton,1.3,13-07-2025,Sandy,Urea,Furrow/Canal irrigation,0.453
Groundnut,4.38,19-06-2025,Silty,Urea,Rainfed,1.217
Wheat,1.36,16-11-2025,Clay,Biofertilizers,Furrow/Canal irrigation,2.986
Groundnut,3.35,01-06-2024,Loamy,Urea,Rainfed,1.266
Onion,4.74,07-04-2024,Chalky,NPK,Flood Irrigation,20.855
Rice,1.66,12-06-2025,Silty,Compost/Organic Manure,Flood Irrigation,4.74
Rice,6.99,19-07-2024,Laterite,NPK,Furrow/Canal irrigation,4.57
Onion,0.25,04-04-2023,Laterite,DAP,Flood Irrigation,20.355
Rice,1.04,26-07-2024,Laterite,MOP,Furrow/Canal irrigation,4.107
Wheat,11.84,03-10-2025,Alluvial,MOP,Sprinkler Irrigation,3.923
Maize,1.74,05-06-2024,Clay,NPK,Rainfed,2.883
Wheat,0.96,13-11-2024,Laterite,Ammonium Sulphate,Flood Irrigation,2.655
Potato,1.03,06-06-2025,Alluvial,Compost/Organic Manure,Rainfed,21.231
Potato,1.35,22-02-2024,Loamy,Compost/Organic Manure,Rainfed,20.913
Rice,2.67,24-07-2025,Clay,MOP,Furrow/Canal irrigation,4.773
Onion,0.12,24-04-2024,Alluvial,DAP,Flood Irrigation,26.564
Rice,0.59,09-07-2024,Clay,Urea,Flood Irrigation,4.136
Soybean,0.11,09-06-2024,Silty,Biofertilizers,Furrow/Canal irrigation,1.259
Potato,3.36,16-07-2025,Loamy,Compost/Organic Manure,Rainfed,22.473
Cotton,0.24,20-04-2023,Alluvial,Urea,Furrow/Canal irrigation,0.585
Potato,3.01,02-10-2023,Clay,Compost/Organic Manure,Flood Irrigation,23.578
Potato,2.89,21-06-2025,Silty,Urea,Furrow/Canal irrigation,25.59
Potato,3.35,19-06-2025,Laterite,NPK,Drip Irrigation,22.846
Sugarcane,2.32,02-02-2025,Sandy,Compost/Organic Manure,Rainfed,66.69
Groundnut,2.04,09-05-2024,Silty,Ammonium Sulphate,Flood Irrigation,1.29
Soybean,0.53,04-06-2024,Loamy,MOP,Rainfed,1.042
Cotton,4.52,06-04-2023,Laterite,DAP,Rainfed,0.4
Onion,2.94,21-04-2025,Clay,Urea,Furrow/Canal irrigation,23.484
Wheat,1.92,05-12-2025,Loamy,NPK,Flood Irrigation,3.698
Wheat,1.83,09-10-2024,Alluvial,Urea,Flood Irrigation,3.435
Sugarcane,2.1,19-01-2024,Loamy,Compost/Organic Manure,Rainfed,84.372
Potato,2.62,27-01-2025,Silty,Urea,Rainfed,18.978
Onion,0.73,07-11-2024,Loamy,Biofertilizers,Rainfed,20.671
Groundnut,0.65,09-05-2023,Loamy,DAP,Furrow/Canal irrigation,1.468
Cotton,0.58,19-07-2024,Loamy,MOP,Rainfed,0.481
Potato,1.51,28-07-2025,Alluvial,Urea,Rainfed,21.944
Wheat,0.52,10-11-2024,Loamy,NPK,Furrow/Canal irrigation,3.743
Maize,1.07,24-10-2025,Clay,Compost/Organic Manure,Flood Irrigation,3.226
Maize,3.55,10-10-2024,Sandy,Biofertilizers,Flood Irrigation,3.39
Onion,0.73,19-05-2024,Clay,Urea,Rainfed,20.41
Onion,2.46,25-06-2025,Loamy,Ammonium Sulphate,Furrow/Canal irrigation,26.133
Rice,2.12,26-06-2024,Loamy,NPK,Rainfed,4.487
Sugarcane,0.88,10-11-2025,Sandy,DAP,Sprinkler Irrigation,81.992
Rice,2.47,01-07-2024,Clay,DAP,Rainfed,3.575
Sugarcane,0.59,27-11-2025,Clay,DAP,Furrow/Canal irrigation,79.724
Maize,2.27,13-09-2025,Laterite,Compost/Organic Manure,Furrow/Canal irrigation,3.638
Groundnut,3.47,12-05-2025,Clay,Compost/Organic Manure,Rainfed,1.179
Wheat,0.52,12-11-2025,Loamy,Compost/Organic Manure,Rainfed,3.182
Groundnut,0.29,16-05-2025,Loamy,DAP,Rainfed,1.253
Wheat,1.23,10-11-2024,Clay,Compost/Organic Manure,Drip Irrigation,3.644
Onion,0.16,22-11-2024,Clay,Urea,Furrow/Canal irrigation,22.515
Wheat,1.73,26-11-2025,Laterite,Urea,Sprinkler Irrigation,3.298
Cotton,0.18,14-07-2023,Laterite,DAP,Flood Irrigation,0.392
Soybean,4.66,23-06-2025,Loamy,NPK,Flood Irrigation,1.263
Groundnut,4.48,28-06-2025,Peaty,Urea,Flood Irrigation,1.331
Onion,11.22,14-11-2024,Sandy,DAP,Sprinkler Irrigation,22.366
Maize,3.59,09-10-2023,Clay,Ammonium Sulphate,Furrow/Canal irrigation,3.474
Rice,1.82,14-07-2024,Sandy,DAP,Rainfed,3.704
Soybean,0.24,08-06-2025,Loamy,NPK,Sprinkler Irrigation,1.363
Rice,3.39,12-07-2024,Alluvial,Ammonium Sulphate,Flood Irrigation,4.399
Potato,4,02-02-2025,Sandy,NPK,Sprinkler Irrigation,22.929
Onion,0.38,03-06-2024,Loamy,MOP,Flood Irrigation,23.533
Maize,0.15,24-07-2025,Silty,Compost/Organic Manure,Furrow/Canal irrigation,4.19
Maize,1.77,10-07-2025,Silty,NPK,Furrow/Canal irrigation,3.893
Sugarcane,0.85,07-11-2024,Laterite,NPK,Furrow/Canal irrigation,81.081
Groundnut,0.13,20-05-2025,Clay,DAP,Flood Irrigation,1.372
Rice,2.99,22-07-2023,Loamy,DAP,Rainfed,4.874
Onion,0.18,01-10-2023,Chalky,DAP,Rainfed,19.588
Groundnut,3.73,18-06-2025,Clay,Biofertilizers,Drip Irrigation,1.528
Wheat,2.06,15-10-2025,Alluvial,NPK,Rainfed,3.605
Rice,4.1,22-06-2024,Alluvial,Biofertilizers,Rainfed,4.678
Cotton,9.45,10-06-2023,Loamy,DAP,Rainfed,0.536
Rice,2.93,14-07-2025,Alluvial,Urea,Furrow/Canal irrigation,5.616
Cotton,1.09,18-07-2025,Loamy,MOP,Furrow/Canal irrigation,0.509
Rice,0.62,19-06-2024,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,5.212
Onion,5.39,25-11-2025,Loamy,Compost/Organic Manure,Flood Irrigation,24.92
Groundnut,0.94,17-06-2025,Silty,NPK,Furrow/Canal irrigation,1.355
Maize,10.97,06-10-2024,Alluvial,Urea,Flood Irrigation,3.995
Cotton,8.04,22-05-2025,Alluvial,NPK,Rainfed,0.513
Onion,2.61,20-10-2024,Loamy,MOP,Rainfed,22.967
Rice,1.9,20-07-2025,Loamy,MOP,Rainfed,4.228
Rice,2.35,18-07-2023,Clay,DAP,Furrow/Canal irrigation,4.283
Maize,2.36,11-06-2024,Loamy,Urea,Drip Irrigation,4.636
Cotton,0.47,08-07-2024,Laterite,Biofertilizers,Rainfed,0.359
Rice,1.49,08-06-2025,Clay,Biofertilizers,Drip Irrigation,5.011
Rice,2.19,28-07-2025,Clay,Compost/Organic Manure,Furrow/Canal irrigation,4.701
Potato,0.74,15-01-2024,Clay,Compost/Organic Manure,Flood Irrigation,21.831
Maize,1.93,14-07-2024,Laterite,Urea,Furrow/Canal irrigation,3.284
Groundnut,0.5,14-06-2025,Silty,Urea,Flood Irrigation,1.35
Maize,2.3,15-09-2023,Alluvial,NPK,Flood Irrigation,4.535
Wheat,3.73,26-11-2025,Clay,DAP,Flood Irrigation,3.126
Rice,2.51,01-07-2024,Loamy,NPK,Flood Irrigation,5.425
Wheat,3.74,16-11-2025,Chalky,Ammonium Sulphate,Sprinkler Irrigation,2.825
Potato,1.13,28-11-2024,Clay,MOP,Drip Irrigation,29.589
Wheat,0.43,09-10-2024,Loamy,NPK,Furrow/Canal irrigation,3.293
Cotton,5.18,12-05-2025,Silty,MOP,Rainfed,0.442
Cotton,1.85,21-07-2025,Loamy,NPK,Sprinkler Irrigation,0.509
Potato,0.21,11-10-2025,Loamy,DAP,Sprinkler Irrigation,29.459
Soybean,0.16,16-06-2025,Clay,Biofertilizers,Furrow/Canal irrigation,0.945
Potato,1.97,12-01-2025,Silty,NPK,Drip Irrigation,27.018
Wheat,4.36,28-12-2024,Laterite,Compost/Organic Manure,Furrow/Canal irrigation,3.05
Rice,0.57,23-06-2024,Alluvial,Compost/Organic Manure,Flood Irrigation,4.904
Groundnut,4.08,18-06-2023,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,1.504
Onion,2.77,07-04-2025,Loamy,MOP,Rainfed,22.373
Maize,0.78,07-06-2024,Clay,NPK,Rainfed,3.266
Rice,1.35,19-07-2025,Sandy,NPK,Furrow/Canal irrigation,4.318
Groundnut,3.86,19-05-2025,Laterite,MOP,Rainfed,1.047
Rice,0.24,21-07-2025,Loamy,NPK,Rainfed,4.34
Onion,7.51,11-10-2024,Loamy,MOP,Flood Irrigation,25.244
Maize,5.66,17-07-2024,Clay,Urea,Drip Irrigation,4.076
Maize,0.28,11-10-2023,Silty,NPK,Sprinkler Irrigation,4.013
Groundnut,0.57,11-06-2024,Laterite,NPK,Rainfed,1.126
Onion,0.62,11-04-2025,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,22.695
Potato,0.31,17-02-2025,Alluvial,MOP,Furrow/Canal irrigation,24.894
Groundnut,0.47,16-06-2024,Alluvial,Compost/Organic Manure,Flood Irrigation,1.24
Wheat,3.3,15-11-2025,Loamy,MOP,Furrow/Canal irrigation,3.399
Rice,0.89,12-07-2023,Silty,Urea,Rainfed,3.735
Wheat,0.38,09-12-2024,Loamy,NPK,Flood Irrigation,3.327
Potato,0.69,26-06-2025,Loamy,NPK,Furrow/Canal irrigation,29.47
Rice,0.23,24-07-2024,Silty,Biofertilizers,Furrow/Canal irrigation,4.245
Groundnut,0.57,08-06-2025,Loamy,MOP,Flood Irrigation,1.404
Rice,0.94,15-07-2024,Alluvial,Urea,Sprinkler Irrigation,5.298
Groundnut,4.1,27-06-2025,Loamy,Urea,Flood Irrigation,1.283
Rice,1.76,19-07-2024,Silty,Ammonium Sulphate,Rainfed,3.944
Potato,3.36,28-01-2023,Laterite,Compost/Organic Manure,Flood Irrigation,20.876
Potato,1.51,06-06-2025,Loamy,DAP,Flood Irrigation,23.429
Rice,0.41,05-06-2024,Sandy,NPK,Flood Irrigation,3.553
Maize,1.44,17-06-2025,Clay,MOP,Furrow/Canal irrigation,3.789
Onion,0.27,10-11-2025,Silty,MOP,Furrow/Canal irrigation,20.881
Cotton,3.56,19-04-2025,Alluvial,MOP,Furrow/Canal irrigation,0.503
Groundnut,0.22,15-06-2025,Alluvial,Biofertilizers,Sprinkler Irrigation,1.411
Wheat,2.68,15-11-2025,Silty,Ammonium Sulphate,Furrow/Canal irrigation,2.773
Maize,1.81,01-07-2024,Silty,NPK,Drip Irrigation,4.656
Wheat,4.06,19-10-2024,Peaty,DAP,Rainfed,2.774
Sugarcane,0.85,28-02-2025,Silty,DAP,Sprinkler Irrigation,108.622
Wheat,9.2,28-12-2023,Sandy,Urea,Flood Irrigation,2.823
Rice,4.51,07-06-2025,Loamy,NPK,Flood Irrigation,4.57
Onion,1.44,05-04-2025,Alluvial,Biofertilizers,Sprinkler Irrigation,25.081
Onion,2.81,28-06-2024,Laterite,NPK,Rainfed,13.508
Maize,3.74,03-06-2025,Alluvial,NPK,Rainfed,3.229
Cotton,1,16-04-2025,Laterite,DAP,Furrow/Canal irrigation,0.454
Maize,0.9,16-07-2025,Loamy,Urea,Rainfed,3.9
Rice,1.31,12-06-2024,Loamy,DAP,Drip Irrigation,5.315
Onion,0.54,21-10-2024,Silty,NPK,Rainfed,22.387
Onion,6.15,02-11-2025,Loamy,DAP,Rainfed,23.561
Rice,1.83,25-07-2024,Sandy,MOP,Sprinkler Irrigation,3.781
Groundnut,1.45,27-06-2024,Loamy,Urea,Furrow/Canal irrigation,1.432
Onion,1.71,26-04-2024,Loamy,NPK,Flood Irrigation,26.903
Soybean,1.03,26-06-2025,Sandy,Urea,Rainfed,0.739
Groundnut,1.79,18-05-2025,Clay,MOP,Rainfed,1.147
Rice,0.51,03-06-2024,Clay,Urea,Furrow/Canal irrigation,4.154
Maize,0.5,05-10-2025,Alluvial,Compost/Organic Manure,Drip Irrigation,4.105
Maize,3.59,20-10-2024,Silty,Urea,Rainfed,3.467
Potato,7.11,17-01-2024,Loamy,Biofertilizers,Flood Irrigation,24.084
Rice,1.79,20-07-2025,Sandy,DAP,Sprinkler Irrigation,4.258
Sugarcane,3.3,22-01-2025,Silty,NPK,Furrow/Canal irrigation,91.827
Wheat,1.02,22-11-2024,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,3.538
Groundnut,3.83,06-05-2025,Sandy,MOP,Furrow/Canal irrigation,1.147
Wheat,3.28,16-12-2024,Clay,DAP,Rainfed,2.795
Potato,0.6,15-01-2024,Silty,NPK,Drip Irrigation,25.559
Wheat,0.59,09-10-2024,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,3.423
Maize,0.71,25-07-2025,Clay,Urea,Flood Irrigation,3.616
Soybean,0.1,27-06-2023,Sandy,NPK,Flood Irrigation,0.974
Potato,2.07,28-06-2024,Alluvial,DAP,Furrow/Canal irrigation,26.84
Potato,2.87,25-01-2024,Sandy,Compost/Organic Manure,Flood Irrigation,19.33
Soybean,0.97,26-06-2025,Silty,NPK,Rainfed,0.895
Onion,0.3,22-04-2024,Loamy,MOP,Rainfed,23.459
Potato,0.18,28-02-2024,Loamy,Urea,Furrow/Canal irrigation,26.352
Maize,0.79,16-10-2025,Clay,Urea,Furrow/Canal irrigation,3.491
Rice,4.88,07-07-2025,Alluvial,MOP,Furrow/Canal irrigation,4.638
Rice,1.36,27-07-2024,Loamy,Biofertilizers,Furrow/Canal irrigation,5.471
Onion,0.44,13-11-2025,Silty,DAP,Flood Irrigation,23.398
Wheat,1.44,04-11-2024,Laterite,MOP,Rainfed,2.925
Wheat,15.55,01-11-2025,Silty,NPK,Rainfed,2.664
Groundnut,3.03,10-06-2024,Laterite,NPK,Rainfed,1.266
Rice,0.47,13-06-2025,Laterite,DAP,Rainfed,3.531
Maize,0.16,25-07-2025,Loamy,NPK,Drip Irrigation,4.417
Groundnut,1.53,27-06-2024,Chalky,NPK,Drip Irrigation,1.328
Rice,2.01,09-07-2025,Silty,DAP,Rainfed,4.13
Wheat,1.49,23-10-2023,Laterite,DAP,Rainfed,2.793
Soybean,0.2,18-06-2024,Silty,MOP,Rainfed,0.935
Potato,1.25,19-01-2024,Laterite,MOP,Drip Irrigation,22.639
Rice,3.75,27-07-2024,Clay,Compost/Organic Manure,Flood Irrigation,3.552
Groundnut,0.2,13-05-2025,Laterite,MOP,Furrow/Canal irrigation,1.256
Sugarcane,2.68,01-10-2024,Silty,DAP,Flood Irrigation,93.494
Maize,0.76,12-07-2025,Laterite,DAP,Furrow/Canal irrigation,3.355
Wheat,0.48,15-11-2025,Chalky,MOP,Furrow/Canal irrigation,3.203
Rice,1.1,25-07-2025,Laterite,Compost/Organic Manure,Furrow/Canal irrigation,4.042
Wheat,2.88,04-11-2024,Alluvial,Urea,Flood Irrigation,3.438
Soybean,0.64,09-06-2025,Alluvial,NPK,Flood Irrigation,1.114
Maize,2.36,11-09-2025,Sandy,DAP,Flood Irrigation,3.463
Cotton,1.08,13-05-2025,Silty,Urea,Drip Irrigation,0.549
Groundnut,0.24,23-05-2025,Loamy,DAP,Sprinkler Irrigation,1.785
Maize,0.63,11-09-2025,Alluvial,NPK,Drip Irrigation,4.554
Cotton,0.95,27-05-2023,Chalky,DAP,Furrow/Canal irrigation,0.473
Maize,0.72,08-07-2024,Alluvial,Compost/Organic Manure,Rainfed,3.485
Maize,1.99,21-07-2024,Silty,Compost/Organic Manure,Flood Irrigation,3.312
Wheat,3.87,14-11-2025,Clay,Compost/Organic Manure,Furrow/Canal irrigation,3.335
Wheat,5.98,05-12-2023,Loamy,Compost/Organic Manure,Rainfed,3.11
Potato,0.75,18-02-2024,Loamy,Compost/Organic Manure,Rainfed,22.939
Groundnut,0.76,15-05-2024,Silty,NPK,Rainfed,1.39
Onion,2.05,18-05-2023,Silty,Compost/Organic Manure,Rainfed,22.288
Sugarcane,9.33,24-10-2025,Loamy,DAP,Furrow/Canal irrigation,96.299
Rice,0.26,13-06-2024,Loamy,NPK,Rainfed,4.07
Sugarcane,1.27,14-02-2025,Loamy,NPK,Rainfed,84.523
Wheat,3.7,23-10-2025,Laterite,MOP,Furrow/Canal irrigation,2.67
Rice,5.58,24-06-2025,Loamy,Biofertilizers,Furrow/Canal irrigation,4.813
Onion,5.38,24-05-2023,Sandy,Urea,Furrow/Canal irrigation,19.748
Cotton,0.23,23-07-2025,Clay,Compost/Organic Manure,Sprinkler Irrigation,0.438
Wheat,6.99,16-11-2025,Sandy,DAP,Sprinkler Irrigation,3.192
Maize,1.28,17-06-2024,Loamy,Compost/Organic Manure,Drip Irrigation,3.913
Cotton,1.37,17-04-2023,Sandy,DAP,Flood Irrigation,0.419
Potato,2.27,06-01-2025,Loamy,MOP,Sprinkler Irrigation,28.072
Wheat,1.82,05-12-2023,Silty,MOP,Furrow/Canal irrigation,3.496
Sugarcane,4.79,01-11-2025,Silty,Biofertilizers,Furrow/Canal irrigation,96.499
Potato,0.21,10-11-2025,Sandy,Ammonium Sulphate,Rainfed,18.61
Rice,0.11,20-06-2024,Alluvial,Biofertilizers,Furrow/Canal irrigation,5.061
Cotton,1.16,22-04-2025,Silty,DAP,Flood Irrigation,0.446
Wheat,1.13,02-11-2024,Loamy,Biofertilizers,Furrow/Canal irrigation,3.415
Potato,2.45,28-01-2025,Clay,Ammonium Sulphate,Flood Irrigation,22.385
Cotton,0.73,10-05-2025,Loamy,NPK,Sprinkler Irrigation,0.553
Onion,0.94,03-11-2024,Clay,NPK,Flood Irrigation,21.573
Maize,1.22,25-10-2024,Peaty,Urea,Furrow/Canal irrigation,3.669
Rice,0.78,21-06-2024,Loamy,Urea,Drip Irrigation,6.022
Onion,1.46,27-10-2024,Laterite,Compost/Organic Manure,Furrow/Canal irrigation,23.153
Cotton,1.24,07-04-2025,Sandy,Biofertilizers,Furrow/Canal irrigation,0.365
Groundnut,0.46,07-06-2025,Silty,MOP,Drip Irrigation,1.547
Maize,4.75,08-06-2025,Silty,Biofertilizers,Flood Irrigation,3.323
Rice,0.94,27-07-2025,Clay,Urea,Rainfed,4.03
Soybean,5.46,22-06-2025,Silty,Compost/Organic Manure,Rainfed,1.04
Wheat,3.54,14-10-2024,Laterite,NPK,Furrow/Canal irrigation,3.608
Rice,4.67,21-06-2024,Chalky,Urea,Furrow/Canal irrigation,4.525
Rice,1.12,04-06-2023,Loamy,Compost/Organic Manure,Drip Irrigation,5.471
Cotton,0.32,22-06-2025,Chalky,Ammonium Sulphate,Flood Irrigation,0.432
Wheat,1.82,13-10-2024,Laterite,Compost/Organic Manure,Furrow/Canal irrigation,2.723
Cotton,7.98,16-04-2024,Clay,Urea,Drip Irrigation,0.51
Maize,0.58,08-06-2025,Clay,NPK,Furrow/Canal irrigation,3.822
Maize,2.79,25-06-2025,Loamy,DAP,Rainfed,3.45
Onion,0.17,06-11-2025,Loamy,DAP,Rainfed,23.625
Maize,0.32,08-06-2025,Loamy,DAP,Rainfed,4.223
Maize,0.48,20-09-2023,Silty,NPK,Sprinkler Irrigation,3.712
Onion,5.67,14-04-2024,Clay,Urea,Furrow/Canal irrigation,24.345
Groundnut,3.52,04-05-2024,Peaty,Urea,Drip Irrigation,1.436
Rice,0.95,28-06-2025,Loamy,MOP,Rainfed,4.403
Rice,0.2,10-07-2025,Peaty,NPK,Furrow/Canal irrigation,4.549
Wheat,1.32,21-11-2025,Clay,Biofertilizers,Sprinkler Irrigation,3.078
Cotton,0.61,21-06-2024,Laterite,Biofertilizers,Flood Irrigation,0.363
Wheat,1.82,14-10-2024,Laterite,Urea,Rainfed,2.707
Groundnut,0.99,27-05-2025,Silty,DAP,Flood Irrigation,1.449
Potato,1.4,13-07-2025,Clay,DAP,Rainfed,20.343
Rice,0.96,19-06-2024,Loamy,Compost/Organic Manure,Rainfed,4.642
Soybean,0.9,12-06-2025,Silty,DAP,Sprinkler Irrigation,1.139
Rice,0.57,02-07-2024,Loamy,DAP,Furrow/Canal irrigation,5.119
Sugarcane,1.42,01-01-2025,Chalky,NPK,Rainfed,67.311
Wheat,3.78,26-12-2025,Laterite,Urea,Flood Irrigation,2.747
Wheat,3.4,11-11-2025,Silty,Compost/Organic Manure,Rainfed,2.478
Soybean,3.57,03-06-2025,Sandy,Biofertilizers,Furrow/Canal irrigation,0.877
Wheat,0.82,07-11-2024,Laterite,Biofertilizers,Flood Irrigation,2.223
Rice,5.49,16-07-2025,Loamy,Urea,Flood Irrigation,5.002
Potato,0.17,06-10-2025,Clay,NPK,Rainfed,23.465
Rice,1.39,23-07-2025,Alluvial,DAP,Drip Irrigation,5.007
Onion,2.24,05-10-2023,Alluvial,NPK,Rainfed,22.33
Groundnut,7.19,15-05-2025,Alluvial,Biofertilizers,Furrow/Canal irrigation,1.674
Cotton,0.24,03-06-2025,Loamy,MOP,Rainfed,0.468
Onion,1.18,07-06-2025,Alluvial,DAP,Rainfed,22.909
Onion,5.68,01-05-2024,Silty,MOP,Furrow/Canal irrigation,22.824
Maize,2.27,17-10-2024,Alluvial,Urea,Flood Irrigation,3.859
Rice,1.7,15-07-2025,Alluvial,DAP,Flood Irrigation,4.588
Onion,1.13,18-11-2025,Sandy,Compost/Organic Manure,Furrow/Canal irrigation,21.61
Rice,1.99,16-06-2024,Clay,Urea,Rainfed,3.885
Sugarcane,1.04,28-02-2025,Alluvial,NPK,Rainfed,85.237
Rice,0.98,16-06-2025,Loamy,Urea,Rainfed,4.279
Sugarcane,1.17,01-12-2025,Laterite,Compost/Organic Manure,Drip Irrigation,98.82
Rice,0.25,25-06-2023,Sandy,Urea,Furrow/Canal irrigation,4.602
Groundnut,1.11,05-05-2025,Silty,Biofertilizers,Furrow/Canal irrigation,1.378
Soybean,3.61,20-06-2025,Loamy,Ammonium Sulphate,Sprinkler Irrigation,1.192
Groundnut,0.19,01-05-2024,Clay,Ammonium Sulphate,Sprinkler Irrigation,1.266
Groundnut,4.33,16-05-2024,Laterite,Ammonium Sulphate,Rainfed,1.049
Sugarcane,1.73,19-02-2025,Alluvial,Urea,Sprinkler Irrigation,103.797
Rice,2.73,05-07-2025,Alluvial,MOP,Sprinkler Irrigation,4.522
Rice,6.45,25-07-2024,Alluvial,Urea,Rainfed,4.455
Soybean,5.55,07-06-2025,Clay,Compost/Organic Manure,Furrow/Canal irrigation,1.01
Cotton,5.06,03-05-2024,Sandy,NPK,Furrow/Canal irrigation,0.508
Rice,1.13,01-07-2023,Alluvial,Ammonium Sulphate,Flood Irrigation,5.161
Groundnut,2.89,19-05-2025,Loamy,Compost/Organic Manure,Rainfed,1.507
Groundnut,1.22,25-06-2024,Clay,NPK,Furrow/Canal irrigation,1.44
Wheat,2.73,14-11-2023,Clay,NPK,Furrow/Canal irrigation,3.168
Potato,3.68,15-07-2024,Loamy,Compost/Organic Manure,Flood Irrigation,24.902
Onion,1.65,28-05-2025,Silty,NPK,Drip Irrigation,26.871
Potato,1.05,19-01-2025,Alluvial,DAP,Drip Irrigation,29.99
Maize,5.03,16-09-2024,Clay,DAP,Furrow/Canal irrigation,3.928
Cotton,1.42,14-07-2024,Clay,Compost/Organic Manure,Rainfed,0.365
Sugarcane,1.54,11-12-2025,Chalky,MOP,Sprinkler Irrigation,90.426
Cotton,0.89,16-07-2025,Sandy,DAP,Sprinkler Irrigation,0.4
Soybean,0.18,17-06-2025,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,1.291
Potato,0.95,03-07-2025,Sandy,NPK,Flood Irrigation,19.682
Onion,2.32,21-05-2025,Alluvial,Biofertilizers,Furrow/Canal irrigation,27.45
Cotton,0.72,11-05-2025,Laterite,MOP,Furrow/Canal irrigation,0.428
Sugarcane,9.38,16-10-2025,Silty,Compost/Organic Manure,Flood Irrigation,89.749
Potato,2.25,03-07-2025,Silty,NPK,Furrow/Canal irrigation,24.928
Onion,2.43,25-11-2023,Loamy,Compost/Organic Manure,Rainfed,22.781
Maize,0.6,21-06-2024,Sandy,DAP,Rainfed,2.547
Cotton,0.83,11-07-2025,Silty,NPK,Furrow/Canal irrigation,0.441
Soybean,0.45,24-06-2024,Alluvial,NPK,Rainfed,1.141
Wheat,0.47,10-10-2024,Loamy,Urea,Drip Irrigation,4.199
Sugarcane,4.66,25-01-2024,Alluvial,Urea,Rainfed,82.613
Cotton,0.28,09-04-2025,Clay,DAP,Rainfed,0.37
Wheat,0.13,04-10-2024,Sandy,DAP,Rainfed,2.406
Rice,2.27,21-07-2025,Loamy,Urea,Rainfed,3.992
